id,seccode,startPos
148302,MOEX,450
148302,SVZ7,-15
148303,RIZ7,-6
148303,SiZ7,127
148303,RI100000BX7,-25
148303,RI125000BL7,25
148303,Si57000BV7,225
148303,Si60000BJ7,-300
148307,SiZ7,200
148307,BRV7,-4000
148307,GDZ7,-2100
148307,EDZ7,-20
148307,BR-10.17M260917CA55,-600
148308,SRZ7,-200
148308,SPZ7,-200
148311,BRV7,49
148312,SiZ7,125
148312,Si75000BL7,2009
148313,AFKS,16000
148313,GAZP,700
148313,NVTK,160
148313,ROSN,300
148313,RTKM,2600
148315,AFKS,10000
148315,GAZP,1000
148315,GRNT,250000
148315,LKOH,55
148315,LSRG,100
148315,MOEX,5000
148315,MSTT,1000
148315,MTSS,1000
148315,NKNCP,1000
148315,PRTK,1000
148315,RGSS,250000
148315,RTKMP,1000
148315,SNGSP,2000
148316,RIZ7,-35
148317,AFKS,6800
148317,FEES,3e+05
148317,GAZP,100
148317,HYDR,240000
148317,OGKB,198000
148317,RASP,6810
148317,RBCM,500
148317,RSTI,597000
148317,RTKM,300
148318,RTKM,6000
148320,SRZ7,102
148320,SPZ7,-136
148321,RIZ7,-42
148323,AFLT,300
148323,AGRO,284
148323,BANEP,193
148323,FEES,2210000
148323,GAZP,2400
148323,KRKNP,10
148323,LSNGP,11000
148323,MRKV,1780000
148323,MSTT,500
148323,MTLRP,1200
148323,RASP,8330
148323,RUAL,6400
148324,AFLT,4
148324,AGRO,290
148324,ALRS,30
148324,GAZP,60
148324,HYDR,15
148324,MOEX,90
148324,MTLR,330
148324,NVTK,5
148324,PRTK,13
148324,QIWI,230
148324,RTKM,2
148324,SNGS,10
148324,TATN,30
148325,SiZ7,106
148327,AFKS,1300
148327,AGRO,40
148327,ALRS,200
148327,BANE,10
148327,IRGZ,1900
148327,MTLRP,200
148327,MTSS,100
148327,NMTP,3000
148327,NVTK,20
148327,RSTI,20000
148327,SBER,100
148328,SU24019RMFS0,4750
148328,SU29006RMFS2,300
148329,BRV7,40
148329,GZZ7,96
148330,BRV7,6
148330,GUZ7,-6
148330,CAZ7,9
148330,CFZ7,10
148330,MEZ7,-16
148330,NMZ7,-13
148330,NKZ7,-3
148330,RTZ7,14
148338,AFKS,3000
148338,GAZP,600
148338,MOEX,1600
148338,MTLR,550
148338,ROSN,500
148338,SU29006RMFS2,89
148338,VTBR,1400000
148340,AFLT,2600
148341,GZZ7,120
148341,LKZ7,7
148342,MOEX,1440
148342,MTSS,50
148342,SNGSP,5200
148344,BRV7,-196
148345,SBER,2100
148346,RTS-12.17M280917PA107500,14
148346,RTS-12.17M280917PA110000,1
148347,AVAZP,1800
148347,ENRU,35000
148347,GMKN,6
148347,KRKNP,6
148347,LSNGP,2800
148347,MRKP,450000
148347,MSNG,29000
148347,MSTT,230
148347,MTLRP,110
148347,OGKB,152000
148347,RASP,280
148347,RUAL,1000
148347,SBERP,200
148349,BSPB,1000
148349,GAZP,850
148349,GMKN,5
148349,MOEX,500
148349,MSNG,23000
148349,PRTK,500
148349,SBER,280
148350,SiZ7,33
148351,AFKS,800
148351,GAZP,170
148351,MTSS,110
148351,SU26219RMFS4,80
148351,RIZ7,2
148351,SiZ7,-4
148351,EuZ7,-3
148351,BRV7,6
148351,SRZ7,12
148352,RIZ7,-2
148352,SiZ7,6
148352,BRV7,-2
148356,MOEX,180
148356,SBERP,900
148356,SU26212RMFS9,40
148356,YNDX,2
148358,FXGD,100
148358,FXRB,290
148358,SiZ7,60
148358,BR51BV7,-30
148361,SiZ7,1
148365,ALRS,700
148365,FEES,1e+06
148365,MOEX,650
